MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.3      3.666      6.994
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.3      2.918      3.691
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.3      1.744      2.005
MAK-UNK-7c9d1431_ligand_25_out.pdbqt:REMARK VINA RESULT:      -6.3      0.000      0.000
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.3      3.593      5.193
MAK-UNK-7c9d1431_ligand_21_out.pdbqt:REMARK VINA RESULT:      -6.3      0.000      0.000
MAK-UNK-7c9d1431_ligand_20_out.pdbqt:REMARK VINA RESULT:      -6.3      0.000      0.000
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.3      3.759      7.328
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.3      3.207      7.657
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.3      2.208      2.768
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.3      3.262      6.245
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.3      2.186      2.655
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.3      2.404      5.599
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.3      2.382      3.180
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.3      2.524      6.138
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.3      2.251      2.873
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.3      1.566      2.033
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -6.3      2.375      5.142
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -6.3      2.127      5.323
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.3      2.483      3.065
MAK-UNK-7c9d1431_ligand_10_out.pdbqt:REMARK VINA RESULT:      -6.3      2.319      2.537
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -6.3      3.107      5.945
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -6.3      0.000      0.000
